,location,total_sqft,bath,price,bhk
5585,More Location,1100.0,2.0,60.0,2
5587,More Location,1300.0,2.0,79.0,2
5589,More Location,3500.0,4.0,350.0,4
5591,More Location,1000.0,2.0,110.0,3
5598,More Location,2400.0,3.0,260.0,3
5599,More Location,1533.0,3.0,85.0,3
5602,More Location,1452.55,2.0,110.0,2
5603,More Location,2357.0,3.0,151.0,3
5604,More Location,1170.0,2.0,105.0,2
5605,More Location,1411.0,3.0,91.72,3
5607,More Location,3095.0,3.0,375.0,3
5609,More Location,1100.0,3.0,78.0,3
5611,More Location,3600.0,4.0,365.0,4
5614,More Location,1945.0,3.0,120.0,3
5616,More Location,1650.0,3.0,165.0,3
5617,More Location,1550.0,2.0,150.0,3
5619,More Location,1150.0,2.0,75.0,3
5620,More Location,1200.0,3.0,74.0,3
5621,More Location,1229.0,3.0,86.03,3
5622,More Location,1030.0,2.0,61.0,2
5623,More Location,600.0,1.0,32.0,1
5624,More Location,1165.0,2.0,135.0,2
5627,More Location,3000.0,4.0,240.0,4
5629,More Location,1315.0,2.0,90.0,2
5630,More Location,1210.0,2.0,72.0,2
5631,More Location,11338.0,9.0,1000.0,6
5633,More Location,30000.0,4.0,2100.0,4
5635,More Location,1170.0,2.0,68.0,2
5636,More Location,1600.0,2.0,110.0,2
5638,More Location,1370.0,2.0,75.0,3
5640,More Location,1980.0,3.0,224.0,3
5642,More Location,1700.0,3.0,97.0,3
5643,More Location,1900.0,3.0,160.0,3
5645,More Location,1100.0,2.0,75.0,2
5646,More Location,1929.0,3.0,115.0,3
5647,More Location,3161.0,4.0,214.0,4
5649,More Location,3515.0,3.0,420.0,3
5651,More Location,1100.0,2.0,70.0,2
5655,More Location,700.0,1.0,41.0,1
5660,More Location,3000.0,3.0,250.0,3
5661,More Location,1100.0,2.0,61.0,2
5662,More Location,1260.0,1.0,41.0,1
5663,More Location,1500.0,1.0,37.5,1
5664,More Location,600.0,1.0,17.0,1
5666,More Location,1165.0,2.0,75.0,2
5667,More Location,1272.0,4.0,75.0,3
5669,More Location,1600.0,5.0,140.0,5
5671,More Location,1000.0,2.0,65.0,3
5673,More Location,2400.0,4.0,325.0,3
5675,More Location,1463.0,1.0,142.0,2
5677,More Location,2401.0,3.0,185.0,3
5678,More Location,1875.0,2.0,235.0,3
5680,More Location,890.0,1.0,75.0,1
5683,More Location,2400.0,3.0,290.0,3
5685,More Location,1690.0,3.0,100.0,3
5688,More Location,1350.0,2.0,90.0,2
5689,More Location,1460.0,3.0,88.0,3
5690,More Location,1685.0,3.0,95.0,3
5691,More Location,800.0,1.0,52.0,1
5692,More Location,4000.0,5.0,280.0,4
5694,More Location,792.0,2.0,70.0,2
5697,More Location,2400.0,5.0,235.0,5
5700,More Location,461.82,1.0,31.7,1
5701,More Location,1500.0,2.0,85.0,3
5704,More Location,1260.0,2.0,75.0,2
5706,More Location,12000.0,12.0,525.0,10
5708,More Location,2820.0,3.0,285.0,3
5709,More Location,1950.0,3.0,130.0,3
5711,More Location,1350.0,2.0,140.0,3
5712,More Location,4051.0,4.0,345.0,4
5713,More Location,2100.0,3.0,170.0,3
5714,More Location,1991.0,3.0,160.0,3
5716,More Location,1200.0,3.0,66.0,3
5718,More Location,3000.0,4.0,342.0,4
5719,More Location,2400.0,6.0,245.0,6
5721,More Location,1375.0,2.0,105.0,2
5722,More Location,1693.0,3.0,108.0,3
5729,More Location,1150.0,2.0,77.5,3
5733,More Location,1058.0,2.0,60.0,2
5734,More Location,900.0,1.0,30.0,1
5735,More Location,1672.0,3.0,150.0,3
5738,More Location,1250.0,3.0,139.0,3
5739,More Location,1468.0,3.0,130.0,2
5743,More Location,1480.0,2.0,145.0,3
5746,More Location,2280.0,3.0,285.0,3
5747,More Location,2000.0,3.0,200.0,3
5750,More Location,1080.0,2.0,75.0,3
5751,More Location,2400.0,2.0,150.0,3
5753,More Location,1125.0,2.0,75.0,2
5754,More Location,1596.0,3.0,95.0,3
5755,More Location,1639.0,3.0,123.0,3
5757,More Location,1740.0,3.0,199.0,3
5758,More Location,1372.0,2.0,90.0,3
5760,More Location,6200.0,5.0,720.0,5
5763,More Location,925.0,2.0,63.0,2
5764,More Location,1200.0,3.0,95.0,4
5765,More Location,1200.0,2.0,79.0,2
5766,More Location,2500.0,3.0,270.0,3
5767,More Location,1584.0,3.0,145.0,4
5768,More Location,1570.0,3.0,115.0,3
5769,More Location,3000.0,3.0,400.0,3
5773,More Location,1750.0,3.0,180.0,3
5774,More Location,1500.0,1.0,160.0,2
5775,More Location,2100.0,6.0,275.0,6
5777,More Location,705.0,1.0,36.5,1
5778,More Location,1340.0,3.0,77.0,3
5782,More Location,1260.0,1.0,41.0,1
5783,More Location,1200.0,2.0,125.0,2
5784,More Location,1270.0,2.0,175.0,4
5785,More Location,1200.0,3.0,130.0,3
5786,More Location,3595.0,6.0,360.0,4
5788,More Location,3100.0,5.0,385.0,4
5790,More Location,1200.0,4.0,150.0,4
5791,More Location,3259.0,3.0,270.0,3
5794,More Location,596.0,1.0,42.0,1
5795,More Location,10000.0,16.0,550.0,16
5796,More Location,1200.0,4.0,110.0,4
5797,More Location,1910.0,3.0,190.0,3
5800,More Location,1750.0,3.0,149.0,3
5802,More Location,985.0,2.0,63.0,2
5803,More Location,1300.0,2.0,129.0,2
5804,More Location,1490.0,2.0,88.0,3
5808,More Location,650.0,1.0,30.0,1
5809,More Location,1500.0,2.0,89.99,3
5810,More Location,1350.0,4.0,145.0,4
5811,More Location,910.0,1.0,42.0,1
5814,More Location,532.0,1.0,22.49,1
5815,More Location,1060.0,3.0,62.0,3
5817,More Location,1550.0,2.0,160.0,2
5821,More Location,1000.0,2.0,80.0,2
5823,More Location,1500.0,2.0,97.0,3
5824,More Location,1865.0,4.0,140.0,3
5826,More Location,3500.0,4.0,245.0,4
5830,More Location,1320.0,2.0,73.0,3
5831,More Location,2150.0,6.0,205.0,6
5834,More Location,675.0,3.0,52.0,2
5835,More Location,1801.0,3.0,139.0,3
5837,More Location,2990.0,4.0,324.0,4
5838,More Location,2400.0,2.0,160.0,2
5840,More Location,1150.0,2.0,75.0,2
5841,More Location,1200.0,3.0,165.0,3
5848,More Location,1390.0,2.0,80.0,3
5849,More Location,1550.0,2.0,90.0,3
5852,More Location,1500.0,4.0,110.0,4
5854,More Location,1839.0,3.0,165.0,3
5856,More Location,900.0,2.0,70.0,2
5858,More Location,1500.0,3.0,149.0,3
5861,More Location,750.0,2.0,50.0,1
5862,More Location,600.0,3.0,75.0,2
5863,More Location,1605.0,2.0,85.0,3
5866,More Location,1500.0,1.0,19.5,1
5868,More Location,1200.0,2.0,70.0,2
5869,More Location,1200.0,2.0,160.0,2
5870,More Location,1904.0,3.0,155.0,3
5871,More Location,2770.0,4.0,315.0,3
5872,More Location,813.0,1.0,39.0,1
5875,More Location,1630.0,2.0,97.78,3
5877,More Location,2425.0,4.0,173.0,4
5881,More Location,1280.0,2.0,75.0,2
5882,More Location,735.0,1.0,75.0,1
5883,More Location,500.0,1.0,24.0,1
5885,More Location,1200.0,4.0,145.0,3
5886,More Location,1200.0,2.0,100.0,2
5887,More Location,1200.0,3.0,160.0,3
5888,More Location,1265.0,2.0,82.0,3
5891,More Location,1850.0,3.0,98.0,3
5892,More Location,2360.0,4.0,150.0,4
5893,More Location,1030.0,2.0,77.25,2
5895,More Location,2000.0,3.0,160.0,3
5896,More Location,1575.0,3.0,93.0,3
5897,More Location,1300.0,2.0,70.0,3
5899,More Location,1380.0,2.0,75.0,2
5904,More Location,3100.0,3.0,250.0,3
5905,More Location,1190.0,2.0,100.0,2
5906,More Location,1827.0,3.0,100.0,3
5907,More Location,1500.0,3.0,95.0,3
5908,More Location,1180.0,2.0,63.0,2
5913,More Location,1645.0,3.0,95.0,3
5914,More Location,1200.0,4.0,140.0,4
5917,More Location,1097.0,2.0,65.0,2
5918,More Location,1600.0,3.0,165.0,4
5920,More Location,900.0,2.0,110.0,2
5921,More Location,1200.0,2.0,125.0,2
5922,More Location,1355.0,2.0,75.0,2
5924,More Location,7500.0,4.0,900.0,4
5927,More Location,4104.0,4.0,360.0,4
5930,More Location,2080.0,2.0,150.0,2
5931,More Location,1505.0,2.0,90.0,2
5932,More Location,1200.0,3.0,95.75,3
5933,More Location,1810.0,4.0,148.0,3
5935,More Location,1530.0,2.0,97.0,3
5940,More Location,1500.0,2.0,130.0,3
5944,More Location,1400.0,2.0,80.0,2
5945,More Location,1533.0,3.0,150.0,3
5947,More Location,3730.0,6.0,450.0,4
5948,More Location,745.0,2.0,50.0,2
5950,More Location,1355.0,2.0,95.0,2
5951,More Location,833.0,1.0,49.0,1
5953,More Location,3000.0,5.0,270.0,4
5954,More Location,1220.0,2.0,68.0,2
5955,More Location,3811.0,3.0,475.0,4
5956,More Location,1545.0,3.0,85.0,3
5958,More Location,1350.0,2.0,110.0,2
5960,More Location,1200.0,2.0,68.0,3
5962,More Location,2000.0,4.0,180.0,5
5966,More Location,1280.0,4.0,115.0,4
5967,More Location,1200.0,3.0,85.0,3
5969,More Location,1655.0,3.0,155.0,3
5970,More Location,1150.0,2.0,74.0,2
5972,More Location,1200.0,2.0,108.0,3
5973,More Location,1200.0,2.0,75.0,2
5978,More Location,1500.0,2.0,203.0,2
5981,More Location,4500.0,9.0,500.0,9
5984,More Location,1550.0,3.0,160.0,3
5987,More Location,1758.0,3.0,95.0,3
5988,More Location,3179.0,5.0,351.0,4
5990,More Location,1200.0,3.0,85.0,2
5992,More Location,1800.0,3.0,140.0,3
5995,More Location,3900.0,4.0,333.0,4
5996,More Location,2400.0,4.0,200.0,3
5997,More Location,1645.0,3.0,87.5,3
5999,More Location,2600.0,3.0,140.0,3
6000,More Location,950.0,2.0,60.0,2
6006,More Location,1900.0,3.0,205.0,3
6008,More Location,1402.0,2.0,85.0,3
6010,More Location,2100.0,3.0,240.0,3
6014,More Location,1200.0,3.0,140.0,3
6015,More Location,814.0,2.0,55.0,2
6018,More Location,1590.0,3.0,120.0,3
6019,More Location,3754.0,6.0,430.0,4
6022,More Location,1450.0,2.0,89.6,3
6024,More Location,1340.0,2.0,77.0,2
6027,More Location,1665.0,3.0,105.0,3
6029,More Location,2300.0,4.0,200.0,4
6030,More Location,1210.0,2.0,76.0,2
6035,More Location,1065.0,2.0,58.0,2
6038,More Location,1636.0,3.0,97.0,3
6039,More Location,3600.0,4.0,450.0,4
6042,More Location,1200.0,3.0,72.0,3
6046,More Location,1000.0,1.0,75.0,2
6049,More Location,1170.0,2.0,86.0,2
6050,More Location,4830.0,5.0,390.0,4
6051,More Location,850.0,2.0,75.0,2
6055,More Location,2065.0,3.0,130.0,3
6056,More Location,1150.0,2.0,125.0,2
6059,More Location,2550.0,4.0,290.0,3
6060,More Location,3080.0,2.0,285.0,4
6062,More Location,3400.0,6.0,420.0,4
6063,More Location,450.0,1.0,25.0,1
6064,More Location,1100.0,2.0,85.0,2
6069,More Location,1036.0,2.0,110.0,2
6072,More Location,1376.0,4.0,156.0,4
6077,More Location,1080.0,2.0,62.0,2
6081,More Location,1475.0,2.0,200.0,3
6082,More Location,1200.0,3.0,96.25,3
6084,More Location,2631.0,3.0,200.0,4
6085,More Location,830.0,2.0,60.0,2
6086,More Location,1500.0,2.0,88.0,2
6089,More Location,856.0,2.0,48.0,2
6090,More Location,1143.0,2.0,62.0,2
6092,More Location,1117.0,2.0,110.0,2
6093,More Location,600.0,1.0,43.0,1
6097,More Location,1200.0,3.0,70.0,3
6098,More Location,2675.0,4.0,290.0,4
6102,More Location,1477.0,2.0,80.0,3
6103,More Location,3500.0,5.0,450.0,4
6104,More Location,1793.0,3.0,98.0,3
6108,More Location,1020.0,2.0,62.0,2
6109,More Location,3563.0,6.0,310.0,4
6112,More Location,3300.0,5.0,318.0,4
6113,More Location,1200.0,3.0,165.0,3
6117,More Location,1718.0,3.0,223.0,3
6118,More Location,1200.0,2.0,75.0,3
6119,More Location,985.0,2.0,55.0,2
6124,More Location,1030.0,2.0,80.0,2
6126,More Location,1150.0,2.0,69.0,2
6129,More Location,1500.0,2.0,90.0,3
6130,More Location,900.0,2.0,55.0,2
6135,More Location,1750.0,2.0,225.0,4
6137,More Location,1100.0,2.0,78.0,2
6138,More Location,1180.0,2.0,74.0,2
6140,More Location,1540.0,3.0,85.0,3
6142,More Location,1800.0,3.0,230.0,3
6144,More Location,2000.0,3.0,120.0,3
6145,More Location,2000.0,3.0,145.0,3
6146,More Location,500.0,1.0,15.0,1
6152,More Location,3160.0,4.0,206.0,4
6153,More Location,922.0,2.0,70.0,2
6154,More Location,850.0,2.0,72.0,2
6155,More Location,1200.0,1.0,65.0,2
6157,More Location,1233.0,2.0,100.0,2
6165,More Location,1936.0,3.0,110.0,3
6166,More Location,1652.5,3.0,90.0,3
6168,More Location,1500.0,3.0,138.0,3
6169,More Location,700.0,2.0,43.0,2
6170,More Location,1750.0,3.0,170.0,3
6171,More Location,1365.0,3.0,99.0,3
6174,More Location,708.0,1.0,55.0,2
6175,More Location,1680.0,3.0,135.0,3
6176,More Location,990.0,2.0,58.0,2
6177,More Location,1240.0,2.0,100.0,2
6178,More Location,1810.0,3.0,118.0,3
6179,More Location,2005.0,3.0,240.0,3
6182,More Location,1000.0,2.0,97.0,2
6185,More Location,1430.0,3.0,78.65,3
6187,More Location,1200.0,2.0,45.0,1
6192,More Location,840.0,1.0,75.0,1
6193,More Location,1760.0,2.0,116.0,3
6194,More Location,3317.5,5.0,268.5,4
6195,More Location,600.0,1.0,52.0,2
6196,More Location,1670.0,3.0,160.0,3
6199,More Location,1200.0,2.0,75.6,3
6200,More Location,2400.0,5.0,285.0,5
6201,More Location,2100.0,4.0,150.0,4
6205,More Location,1550.0,4.0,120.0,4
6206,More Location,905.0,2.0,50.0,2
6207,More Location,1495.0,3.0,200.0,3
6209,More Location,550.0,1.0,23.0,1
6212,More Location,1080.0,2.0,75.0,3
6214,More Location,1537.0,3.0,110.0,3
6215,More Location,1750.0,3.0,150.0,3
6216,More Location,2800.0,7.0,250.0,7
6218,More Location,1191.0,2.0,90.0,2
6221,More Location,2849.0,5.0,250.0,4
6226,More Location,827.0,2.0,45.0,2
6233,More Location,1205.0,2.0,70.0,2
6237,More Location,2200.0,4.0,160.0,3
6240,More Location,1900.0,3.0,155.0,3
6241,More Location,1200.0,1.0,95.0,2
6243,More Location,1100.0,2.0,61.0,2
6244,More Location,1100.0,2.0,110.0,2
6245,More Location,1942.0,3.0,155.0,3
6246,More Location,1200.0,4.0,80.0,3
6249,More Location,1515.0,3.0,90.0,3
6252,More Location,1200.0,4.0,95.0,4
6258,More Location,1200.0,1.0,69.0,1
6259,More Location,1717.0,3.0,99.0,3
6261,More Location,1200.0,1.0,48.0,1
6262,More Location,1430.0,2.0,78.65,3
6264,More Location,1190.0,2.0,70.0,2
6266,More Location,2690.0,4.0,185.0,4
6267,More Location,1594.0,3.0,99.0,3
6268,More Location,1250.0,2.0,68.0,2
6269,More Location,1290.0,1.0,77.5,2
6271,More Location,1464.0,2.0,145.0,2
6272,More Location,1200.0,2.0,75.0,2
6275,More Location,1485.0,2.0,156.0,3
6276,More Location,2070.0,3.0,135.0,3
6279,More Location,800.0,2.0,55.0,2
6281,More Location,1480.0,2.0,125.0,3
6283,More Location,1500.0,2.0,130.0,2
6284,More Location,2010.0,3.0,125.0,3
6285,More Location,1504.0,2.0,100.0,3
6287,More Location,1602.0,2.0,165.0,3
6288,More Location,1200.0,4.0,130.0,4
6289,More Location,1800.0,3.0,220.0,3
6295,More Location,1862.0,3.0,120.0,3
6296,More Location,2700.0,3.0,200.0,3
6297,More Location,1677.0,3.0,98.0,3
6299,More Location,1490.0,2.0,115.0,3
6301,More Location,1740.0,3.0,120.0,3
6302,More Location,1020.0,2.0,60.0,2
6303,More Location,550.0,1.0,16.0,1
6306,More Location,3664.0,3.0,325.0,3
6307,More Location,690.0,2.0,42.0,2
6308,More Location,1520.0,3.0,111.0,3
6310,More Location,1200.0,4.0,86.0,4
6311,More Location,1250.0,2.0,90.0,2
6312,More Location,1900.0,2.0,190.0,3
6315,More Location,1602.0,2.0,170.0,3
6316,More Location,1230.0,2.0,70.0,2
6317,More Location,1600.0,3.0,95.0,3
6318,More Location,450.0,1.0,60.0,1
6319,More Location,600.0,2.0,23.0,1
6320,More Location,3463.0,6.0,310.0,4
6321,More Location,1200.0,2.0,85.0,2
6324,More Location,2000.0,4.0,130.0,3
6325,More Location,1350.0,4.0,140.0,4
6328,More Location,1175.0,2.0,79.0,2
6330,More Location,1112.0,2.0,68.0,2
6333,More Location,1158.0,2.0,75.0,2
6336,More Location,1200.0,2.0,90.0,2
6337,More Location,1266.67,2.0,69.0,2
6339,More Location,2000.0,2.0,160.0,2
6343,More Location,2679.0,5.0,280.0,4
6344,More Location,1230.0,2.0,75.0,2
6346,More Location,3150.0,5.0,145.0,8
6347,More Location,2400.0,2.0,135.0,2
6348,More Location,880.0,2.0,48.0,2
6353,More Location,1022.0,2.0,57.0,2
6354,More Location,1200.0,2.0,76.0,2
6357,More Location,1605.0,3.0,100.0,3
6358,More Location,1542.0,3.0,98.0,3
6361,More Location,1333.0,2.0,77.27,2
6362,More Location,1100.0,3.0,110.0,3
6363,More Location,1050.0,2.0,70.0,2
6367,More Location,1200.0,4.0,165.0,4
6368,More Location,1100.0,2.0,145.0,3
6370,More Location,1200.0,3.0,99.0,3
6373,More Location,1000.0,2.0,60.0,2
6374,More Location,5720.0,3.0,350.0,3
6376,More Location,1012.0,2.0,59.0,2
6379,More Location,1200.0,4.0,140.0,4
6380,More Location,600.0,2.0,39.0,2
6383,More Location,1700.0,3.0,111.0,3
6387,More Location,1780.0,3.0,110.0,3
6389,More Location,1080.0,3.0,149.0,3
6390,More Location,900.0,2.0,65.0,3
6392,More Location,1200.0,3.0,160.0,4
6393,More Location,1540.0,3.0,85.0,3
6394,More Location,2456.0,3.0,220.0,3
6396,More Location,1530.0,2.0,185.0,2
6399,More Location,1717.0,3.0,120.0,3
6402,More Location,1475.0,2.0,171.0,2
6404,More Location,650.0,1.0,16.0,1
6406,More Location,1504.0,2.0,102.0,3
6408,More Location,1800.0,4.0,145.0,4
6409,More Location,3000.0,4.0,240.0,4
6411,More Location,1625.0,3.0,92.0,3
6412,More Location,2400.0,4.0,250.0,4
6415,More Location,1490.0,2.0,92.0,3
6417,More Location,1044.0,2.0,60.0,2
6421,More Location,1567.2,2.0,190.0,3
6426,More Location,1293.0,2.0,75.0,2
6428,More Location,860.0,2.0,65.5,2
6429,More Location,1374.0,2.0,88.0,3
6433,More Location,2000.0,2.0,160.0,4
6434,More Location,834.0,1.0,62.0,1
6435,More Location,600.0,1.0,52.0,1
6436,More Location,2000.0,4.0,135.0,4
6437,More Location,2750.0,3.0,260.0,3
6441,More Location,1280.0,2.0,90.0,2
6443,More Location,2075.0,3.0,175.0,3
6450,More Location,2274.24,4.0,160.0,3
6452,More Location,900.0,3.0,105.0,2
6455,More Location,1350.0,3.0,75.0,3
6457,More Location,470.0,2.0,10.0,1
6459,More Location,1313.0,4.0,150.0,3
6460,More Location,2515.0,4.0,155.0,3
6463,More Location,2665.0,3.0,350.0,3
6465,More Location,3500.0,5.0,450.0,4
6472,More Location,2400.0,5.0,300.0,6
6473,More Location,3000.0,4.0,130.0,8
6474,More Location,1235.0,2.0,140.0,2
6475,More Location,3200.0,3.0,260.0,3
6476,More Location,1450.0,3.0,90.0,3
6477,More Location,3754.0,6.0,480.0,4
6478,More Location,1893.0,3.0,115.0,3
6481,More Location,1200.0,2.0,100.0,3
6482,More Location,1205.0,2.0,70.0,2
6483,More Location,1500.0,3.0,90.0,3
6485,More Location,1250.0,2.0,67.0,2
6488,More Location,375.0,1.0,26.0,1
6489,More Location,800.0,3.0,59.5,2
6491,More Location,1400.0,2.0,85.0,2
6492,More Location,1800.0,2.0,100.0,3
6493,More Location,925.0,2.0,70.0,2
6496,More Location,3500.0,2.0,350.0,4
6499,More Location,2100.0,4.0,255.0,3
6500,More Location,400.0,1.0,35.0,1
6503,More Location,2400.0,5.0,180.0,4
6504,More Location,6000.0,1.0,276.0,1
6505,More Location,825.0,2.0,40.0,1
6507,More Location,5000.0,5.0,600.0,4
6509,More Location,4800.0,5.0,420.0,4
6510,More Location,3400.0,3.0,400.0,3
6511,More Location,600.0,1.0,33.0,1
6513,More Location,2600.0,3.0,147.0,3
6515,More Location,800.0,1.0,72.0,1
6517,More Location,1225.0,2.0,82.0,3
6518,More Location,655.0,1.0,27.0,1
6519,More Location,1196.0,2.0,96.0,2
6520,More Location,927.0,2.0,50.0,2
6521,More Location,600.0,1.0,18.0,1
6523,More Location,2800.0,4.0,200.0,4
6526,More Location,800.0,2.0,85.0,2
6527,More Location,985.0,2.0,57.0,2
6528,More Location,6000.0,12.0,150.0,11
6530,More Location,600.0,2.0,80.0,2
6531,More Location,1503.0,2.0,93.0,3
6536,More Location,1768.0,3.0,95.0,3
6537,More Location,3060.0,4.0,350.0,4
6538,More Location,800.0,1.0,32.0,1
6540,More Location,600.0,1.0,35.0,1
6541,More Location,1010.0,2.0,55.0,2
6544,More Location,3978.0,4.0,428.0,4
6547,More Location,2008.0,3.0,170.0,3
6548,More Location,2095.0,3.0,142.0,3
6550,More Location,1600.0,2.0,88.0,3
6551,More Location,1350.0,4.0,160.0,4
6552,More Location,500.0,1.0,20.0,1
6553,More Location,1280.0,2.0,100.0,3
6554,More Location,1650.0,3.0,110.0,3
6557,More Location,1044.0,2.0,85.0,2
6559,More Location,840.0,1.0,99.0,2
6562,More Location,3870.0,4.0,411.0,4
6564,More Location,1835.0,3.0,175.0,3
6567,More Location,425.0,1.0,15.0,1
6570,More Location,2380.0,4.0,242.0,4
6571,More Location,900.0,1.0,70.0,2
6572,More Location,1517.0,2.0,125.0,2
6574,More Location,3602.0,4.0,280.0,4
6575,More Location,2159.0,3.0,120.0,3
6576,More Location,1200.0,3.0,72.0,3
6577,More Location,1850.0,3.0,175.0,6
6578,More Location,510.0,1.0,34.0,1
6579,More Location,1166.0,2.0,65.0,2
6580,More Location,2700.0,2.0,260.0,3
6581,More Location,1350.0,2.0,175.0,3
6583,More Location,940.0,2.0,56.0,2
6586,More Location,1645.0,3.0,95.0,3
6588,More Location,1000.0,2.0,63.0,2
6590,More Location,1998.0,3.0,117.0,3
6593,More Location,1804.0,3.0,150.0,3
6594,More Location,1350.0,3.0,81.0,3
6596,More Location,3000.0,3.0,300.0,4
6600,More Location,1200.0,4.0,110.0,4
6602,More Location,1217.0,2.0,164.0,2
6605,More Location,600.0,1.0,45.0,1
6606,More Location,672.0,1.0,27.0,1
6607,More Location,1280.0,3.0,87.0,3
6609,More Location,1567.0,3.0,100.0,3
6610,More Location,2350.0,3.0,210.0,3
6613,More Location,560.0,1.0,19.0,1
6615,More Location,520.0,2.0,29.0,1
6616,More Location,1950.0,3.0,230.0,3
6617,More Location,600.0,1.0,58.0,1
6618,More Location,1000.0,1.0,19.0,1
6620,More Location,375.0,1.0,40.0,1
6622,More Location,2000.0,2.0,120.0,2
6623,More Location,1220.0,2.0,65.0,2
6627,More Location,1130.0,2.0,74.0,2
6628,More Location,1407.0,2.0,83.87,2
6630,More Location,1350.0,4.0,160.0,4
6631,More Location,2375.0,3.0,260.0,4
6632,More Location,1200.0,2.0,67.0,2
6633,More Location,1872.0,3.0,152.0,3
6634,More Location,1400.0,3.0,90.0,3
6635,More Location,812.0,1.0,26.0,1
6637,More Location,600.0,2.0,35.0,1
6651,More Location,1800.0,4.0,115.0,3
6653,More Location,1499.0,3.0,89.0,3
6656,More Location,1050.0,2.0,65.0,2
6657,More Location,905.0,2.0,50.0,2
6661,More Location,3155.0,3.0,315.0,3
6666,More Location,1464.0,2.0,135.0,3
6668,More Location,1200.0,2.0,75.0,2
6669,More Location,1707.0,3.0,171.0,3
6670,More Location,565.0,1.0,33.0,1
6671,More Location,630.0,2.0,70.0,1
6672,More Location,1000.0,2.0,55.0,2
6675,More Location,2400.0,4.0,130.0,3
6677,More Location,1100.0,2.0,70.0,2
6678,More Location,420.0,1.0,23.5,1
6680,More Location,1225.0,2.0,71.05,2
6681,More Location,1350.0,4.0,90.0,4
6682,More Location,1732.5,3.0,91.855,3
6683,More Location,3760.0,2.0,280.0,2
6684,More Location,3071.0,4.0,300.0,3
6689,More Location,1620.0,3.0,95.0,3
6690,More Location,560.0,1.0,21.0,1
6693,More Location,2250.0,3.0,180.0,3
6695,More Location,1350.0,2.0,45.0,1
6696,More Location,1209.0,2.0,100.0,2
6697,More Location,1500.0,3.0,95.0,3
6698,More Location,1000.0,2.0,60.0,2
6700,More Location,1200.0,4.0,130.0,4
6701,More Location,2250.0,3.0,199.0,3
6702,More Location,3700.0,4.0,314.0,4
6704,More Location,1405.0,3.0,169.0,3
6705,More Location,4800.0,6.0,420.0,4
6708,More Location,500.0,1.0,16.0,1
6709,More Location,1600.0,3.0,180.0,3
6711,More Location,648.0,1.0,34.0,1
6712,More Location,1720.0,2.0,126.0,3
6715,More Location,1080.0,2.0,64.0,2
6716,More Location,1100.0,2.0,61.0,2
6719,More Location,535.0,1.0,35.0,1
6722,More Location,1465.0,2.0,88.0,3
6723,More Location,1145.0,2.0,63.0,2
6724,More Location,3420.0,3.0,410.0,4
6725,More Location,1280.0,2.0,75.0,2
6726,More Location,680.0,3.0,60.0,2
6728,More Location,1738.0,3.0,110.0,3
6729,More Location,1500.0,3.0,90.0,3
6731,More Location,1050.0,2.0,110.0,2
6732,More Location,1541.0,2.0,181.0,2
6733,More Location,1275.0,2.0,105.0,2
6734,More Location,2048.0,3.0,206.0,3
6738,More Location,2320.0,2.0,160.0,3
6739,More Location,1237.0,3.0,78.0,3
6743,More Location,1200.0,2.0,140.0,4
6745,More Location,1160.0,2.0,75.0,2
6751,More Location,1155.0,2.0,65.0,2
6755,More Location,984.0,2.0,125.0,2
6756,More Location,1148.0,2.0,69.0,2
6757,More Location,1719.0,3.0,110.0,3
6759,More Location,3000.0,4.0,264.0,4
6761,More Location,1320.0,2.0,90.0,2
6765,More Location,1230.0,2.0,68.0,2
6767,More Location,4560.0,5.0,430.0,4
6772,More Location,3000.0,4.0,300.0,5
6773,More Location,1560.0,2.0,125.0,3
6775,More Location,1012.0,2.0,59.0,2
6776,More Location,1245.0,2.0,120.0,2
6777,More Location,1485.0,2.0,110.0,3
6780,More Location,1489.0,2.0,101.0,2
6781,More Location,2800.0,4.0,365.0,4
6783,More Location,1600.0,2.0,90.0,3
6785,More Location,3000.0,6.0,300.0,6
6786,More Location,1903.0,3.0,165.0,3
6788,More Location,2996.0,4.0,200.0,4
6791,More Location,551.0,1.0,30.0,1
6793,More Location,550.0,1.0,16.0,1
6794,More Location,1780.0,3.0,100.0,3
6796,More Location,1310.0,3.0,90.0,3
6799,More Location,1603.0,2.0,125.0,3
6800,More Location,2180.0,3.0,285.0,3
6801,More Location,450.0,1.0,30.0,1
6802,More Location,3000.0,4.0,301.0,4
6805,More Location,1275.0,2.0,69.0,2
6807,More Location,1623.0,3.0,155.0,3
6809,More Location,900.0,1.0,52.3,1
6815,More Location,1200.0,2.0,110.0,2
6816,More Location,1400.0,2.0,78.0,3
6817,More Location,2648.0,3.0,238.0,3
6819,More Location,1475.0,3.0,80.0,3
6820,More Location,1721.0,3.0,93.0,3
6822,More Location,4800.0,4.0,420.0,4
6823,More Location,1163.0,2.0,68.0,2
6824,More Location,801.0,1.0,33.645,1
6825,More Location,1300.0,2.0,80.0,3
6829,More Location,998.0,2.0,65.0,2
